#	PLAYER	POS	TEAM	GP	G		#	PLAYER	POS	TEAM	GP	A		#	PLAYER	POS	TEAM	GP	RTG
														158	Bibhuti Mohapatra	GK	ENR	3	7
														159	Warrik Wirandaru	DEF	NKI	3	7
														160	Ashkan Mahdavi	FWD	VAR	3	7
														161	Nazar Melnyk	DEF	SID	3	7
														162	Ánselmo Fernandez	MID	AUR	5	7
														163	Yuan Li	DEF	GUA	4	7
														164	Ephraim Snyder	DEF	PON	4	7
														165	Pirmin Hoffmeister	MID	PON	4	7
														166	Nikolaos Papadopoulos	GK	AST	2	7
														167	Dylan Evans	MID	ELV	2	7
														168	Fabien Beaulieu	GK	ARV	7	6.9
														169	Leonardo Urdaneta	DEF	HOL	7	6.9
														170	Vasyl Nalyvaiko	DEF	SID	3	6.9
														171	Cihan Kartaca	MID	SEL	3	6.9
														172	Yaroslav Kryvonis	DEF	SID	3	6.9
														173	Semyon Volkov	GK	GIA	3	6.9
														174	Emilio Bianchi	MID	VIC	3	6.9
														175	Makarios Mina	MID	KMT	3	6.9
														176	Xuanming Qiao	DEF	GUA	4	6.9
														177	Dominic Winslow	FWD	ESU	3	6.9
														178	Brock Fairweather	DEF	ESU	5	6.9
														179	Nathanael Custer	DEF	PON	4	6.9
														180	Sven Reier	MID	ALE	1	6.9
														181	Simphiwe Chabalala	FWD	ASP	3	6.9
														182	Virgilio Piromalli	MID	KMT	3	6.9
														183	Dale Landry	MID	HOL	7	6.9
														184	Emilio Escalona	DEF	HOL	7	6.9
														185	Beau Covington	MID	HOL	6	6.9
														186	Émile Delacroix	DEF	ARV	7	6.9
														187	Jabulani Dlamini	GK	ASP	3	6.9
														188	Ahmet Aydin	GK	SEL	3	6.9
														189	Kasper Kaljurand	MID	KAR	5	6.9
														190	Harry Brown	DEF	ELV	4	6.9
														191	Chenguang Pei	FWD	GUA	4	6.8
														192	Victor Tardieu	MID	ARV	4	6.8
														193	Alton Begay	MID	CAL	7	6.8
														194	Rupert Cavendish	DEF	ENR	3	6.8
														195	Osamu Matsumoto	MID	NKI	3	6.8
														196	Baptiste Roux	MID	ARV	3	6.8
														197	Bo Yan	MID	GUA	4	6.8
														198	Gustavo Quintero	DEF	HOL	5	6.8
														199	Sergei Smirnov	DEF	RUD	4	6.8
														200	Maximilian Mollenhauer	GK	PON	4	6.8
														201	Somaru Markam	DEF	ENR	3	6.8
														202	Nilambar Senapati	FWD	ENR	3	6.8
														203	Manda Ōkubo	DEF	NKI	3	6.8
														204	Taavi Saarela	MID	KAR	3	6.8
														205	Filippo Castiglione	DEF	VIC	3	6.8
														206	Liang Wu	DEF	FUR	4	6.8
														207	Lionello Moscatelli	DEF	KMT	3	6.8
														208	Eijiro Matsumoto	MID	NKI	1	6.8
														209	Jadarian Royce	MID	CAL	7	6.8
														210	Wade Boone	DEF	HOL	7	6.8
														211	Tomás Uzcátegui	DEF	HOL	7	6.8
														212	Kiyoshi Murandin	MID	NKI	3	6.8
														213	Pedram Nazeri	FWD	VAR	3	6.8
														214	Mykola Holoborodko	MID	SID	3	6.8
														215	Xenophon Samaras	MID	AST	2	6.8
														216	Domenico Vivaldi	DEF	VIC	3	6.7
														217	Yerrin Chindura	DEF	NKI	3	6.7
														218	Tarran Nyaruguru	MID	NKI	3	6.7
														219	Eleu Pokipala	FWD	AED	3	6.7
														220	Oleksandr Shevchenko	GK	SID	3	6.7
														221	Gia Bui	DEF	ATK	3	6.7
														222	Daulat Siregar	FWD	CAH	3	6.7
														223	Lorenzo Squillaci	DEF	VIC	3	6.7
														224	Muzaffer Doğan	DEF	SEL	3	6.7
														225	Ezio Zanon	MID	KMT	3	6.7
														226	Tianyu Gu	MID	FUR	4	6.7
														227	Shaoyang Guo	DEF	GUA	4	6.7
														228	Jordan Stanford	GK	ELV	4	6.7
														229	Jacinto Valencia	DEF	AUR	4	6.7
														230	Klym Vernydub	MID	SID	3	6.7
														231	Safwan Azzawi	MID	ADV	3	6.7
														232	Wahyu Wibowo	MID	CAH	3	6.7
														233	Keesic Nottaway	MID	ATA	3	6.7
														234	Tanjin Tsukahara	DEF	NKI	1	6.7
														235	Felix Hoffman	MID	ESU	1	6.7
														236	Arun Pal	GK	NHO	3	6.7
														237	Junwei Shen	DEF	FUR	4	6.7
														238	Haoran Peng	MID	FUR	4	6.7
														239	Nathan Hughes	DEF	ELV	4	6.7
														240	Kailash Rath	DEF	ENR	3	6.7
														241	Yanbo Ma	MID	GUA	3	6.7
														242	Touraj Hayaii	DEF	VAR	3	6.7
														243	Jangir Barwari	DEF	ADV	3	6.7
														244	Giacomo Russo	DEF	VIC	3	6.7
														245	Amiya Majumdar	MID	NHO	3	6.7
														246	Lisandro Rivas	MID	AUR	3	6.7
														247	Severino Guzmán	FWD	AUR	5	6.7
														248	Zhiyuan Fang	MID	FUR	2	6.7
														249	Yerasimos Athanasiadis	GK	AST	2	6.7
														250	Konstantin Kozlov	DEF	GIA	3	6.6
														251	Ghaith Musawi	MID	ADV	3	6.6
														252	Kenji Nagase	FWD	NHO	3	6.6
														253	Yaqub Ghattas	MID	KMT	3	6.6
														254	Bowen Ye	DEF	FUR	3	6.6
														255	Ovidio Vico	MID	AUR	3	6.6
														256	Guowei Sun	FWD	GUA	4	6.6
														257	Wenkai Zhao	MID	GUA	4	6.6
														258	Rolihlahla Mbeki	FWD	ASP	3	6.6
														259	Maziar Sahat	MID	VAR	3	6.6
														260	Siavash Mehrian	MID	VAR	3	6.6
														261	Namsarai Ayusheev	MID	RUD	4	6.6
														262	Kerem Janabi	GK	ADV	3	6.6
														263	Othman Bayati	DEF	ADV	3	6.6
														264	Yavuz Koç	MID	SEL	3	6.6
														265	Fedor Frolov	FWD	PER	3	6.6
														266	Ramses Makram	DEF	KMT	3	6.6
														267	Nestore Rossano	MID	KMT	3	6.6
														268	Kai Tan	MID	FUR	1	6.6
														269	Grigorios Grivas	DEF	AST	2	6.6
														270	Susumu Uehara	DEF	NHO	3	6.6
														271	Levi Nez	FWD	CAL	7	6.6
														272	Wesley Wetherby	DEF	ELV	4	6.6
														273	Nakoa Kealoha	DEF	AED	3	6.6
														274	Enhle Khumalo	DEF	ASP	3	6.6
														275	Roman Stepanov	DEF	GIA	3	6.6
														276	Tariq Mutairi	DEF	ADV	3	6.6
														277	Andrea Ferrari	DEF	VIC	3	6.6
														278	Phani Kyaithang	DEF	NHO	3	6.6
														279	Clifton Papatie	MID	ATA	3	6.6
														280	Tiziano Ricci	DEF	VIC	2	6.6
														281	Étienne Trieu	MID	ATK	4	6.5
														282	Nolan Jennings	DEF	CAL	5	6.5
														283	Sepideh Shakibaii	FWD	VAR	3	6.5
														284	Kaiwi Kanakaole	GK	AED	3	6.5
														285	Dmitry Belov	DEF	GIA	3	6.5
														286	Valentino Zaccagni	MID	VIC	3	6.5
														287	Khagendra Mitra	DEF	NHO	3	6.5
														288	Anirban Goswami	DEF	NHO	3	6.5
														289	Sarp Sayda	DEF	SEL	3	6.5
														290	Gaspare Salvago	DEF	KMT	3	6.5
														291	Fyodor Chistyakov	DEF	RUD	3	6.5
														292	An Thach	MID	ATK	4	6.5
														293	Jiaming Chai	MID	GUA	4	6.5
														294	Desmond Benally	MID	CAL	7	6.5
														295	Archibald Bamford	MID	ENR	3	6.5
														296	Hloni Bhéngu	MID	ASP	2	6.5
														297	Celani Buthelézi	DEF	ASP	3	6.5
														298	Vahid Lorestani	GK	VAR	3	6.5
														299	Ostap Kravchenko	DEF	SID	3	6.5
														300	Bassam Khafaji	MID	ADV	3	6.5
														301	Natanael Panggabean	MID	CAH	1	6.5
														302	Sudhir Chakraborty	MID	NHO	3	6.5
														303	Mateus Herrera	DEF	ATA	3	6.5
														304	Biidaaban Manitowabi	FWD	ATA	3	6.5
														305	Ogimaa Panadis	MID	ATA	2	6.5
														306	Batuhan Balyoz	MID	SEL	3	6.5
														307	Ferruccio Noseda	MID	KMT	2	6.5
														308	Illia Moroz	MID	SID	1	6.5
														309	Philip Klein	DEF	ESU	3	6.5
														310	Odysseas Katsaros	MID	AST	2	6.5
														311	Fletcher Lancaster	FWD	ELV	1	6.5
														312	Qiang Zhu	MID	FUR	4	6.5
														313	Lam Vu	MID	ATK	4	6.5
														314	Maxim Fedorov	DEF	GIA	3	6.5
														315	Mariwan Nerweyi	DEF	ADV	3	6.5
														316	Nikhil Chatterjee	DEF	NHO	3	6.5
														317	Niibin Nadjiwon	FWD	ATA	3	6.5
														318	Vural Surlu	MID	SEL	3	6.5
														319	Kutay Bulut	DEF	SEL	3	6.5
														320	Tyson Yazzie	DEF	CAL	6	6.5
														321	Mehran Shahi	MID	VAR	2	6.5
														322	Pavlo Dovzhenko	MID	SID	2	6.5
														323	Niccolò Donizetti	MID	VIC	2	6.5
														324	Ignazio Esposito	MID	VIC	2	6.5
														325	Denis Kuznetsov	MID	RUD	4	6.4
														326	Silvio Caruso	FWD	ESU	2	6.4
														327	Ambrose Pickett	MID	HOL	5	6.4
														328	Keigo Ikeda	DEF	NKI	3	6.4
														329	Fikile Hadebé	DEF	ASP	3	6.4
														330	Vusumuzi Zoulou	MID	ASP	3	6.4
														331	Mlungisi Ndlovu	DEF	ASP	3	6.4
														332	Sabin Madius	MID	CAH	3	6.4
