#	PLAYER	POS	TEAM	GP	ST	MIN	G		#	PLAYER	POS	TEAM	GP	ST	MIN	A		#	PLAYER	POS	TEAM	GP	ST	MIN	RTG		#	PLAYER	POS	TEAM	GP	ST	MIN	CC		#	PLAYER	POS	TEAM	GP	ST	MIN	DC		#	PLAYER	POS	TEAM	GP	ST	MIN	S
11	Ganzorig Erdene	FWD	NCH	9	9	475	5		11	Domenico Vivaldi	DEF	VIC	3	3	234	2		11	Étienne Trieu	MID	ATK	4	4	246	7.9		11	Daru Jafari	MID	VAR	8	8	496	14		11	Makoto Kishima	MID	NCH	9	9	786	56		11	Gareth Tipene	GK	ANH	6	6	540	28
12	Pedram Nazeri	FWD	VAR	9	9	530	5		12	Vilmos Szilágyi	FWD	TUR	4	4	315	2		12	August Rittenhouse	MID	PON	5	5	348	7.9		12	Gonzalo Valbuena	MID	ASK	4	4	239	13		12	Victor Tvedt	MID	SKJ	7	7	445	55		12	Atiqtalik Ahmaogak	GK	MOR	4	4	360	27
13	Paulus Schmidt	FWD	LVO	4	4	219	4		13	Kakha Kvernadze	MID	AEK	4	4	242	2		13	Octave Desjardins	MID	ARV	6	6	339	7.9		13	Artem Tkachenko	FWD	SID	6	6	518	13		13	Kenneth Haugland	DEF	SKJ	7	7	584	55		13	Ahmet Aydin	GK	SEL	6	6	540	27
14	Wilhelm Giesel	FWD	PON	5	5	320	4		14	Tkabë Kichá	MID	NMZ	4	0	162	2		14	Sviatoslav Boyko	MID	SID	6	6	421	7.9		14	Erik Sundqvist	MID	SKJ	7	7	542	13		14	Efraín Arenas	DEF	AUR	8	8	666	55		14	Raka Wijaya	GK	CAH	6	6	540	24
15	Itsuki Goto	FWD	NKI	5	5	275	4		15	Gonzalo Valbuena	MID	ASK	4	4	239	2		15	Sudhir Chakraborty	MID	NHO	7	7	379	7.9		15	Olegario Pérez	MID	AUR	8	8	437	13		15	Sepideh Shakibaii	MID	VAR	9	9	432	54		15	Ashim Bhattacharya	GK	NHO	7	7	630	24
16	Octave Desjardins	MID	ARV	6	6	339	4		16	Kurt Eberle	FWD	AKG	5	0	182	2		16	Anoup Ptahmose	MID	KMT	2	2	139	7.8		16	Chenguang Pei	FWD	GUA	3	3	270	12		16	Erik Sundqvist	MID	SKJ	7	7	542	52		16	Xavier Cienfuegos	GK	ASK	5	5	450	23
17	Sviatoslav Boyko	MID	SID	6	6	421	4		17	Ikki Dazai	MID	NCH	5	0	158	2		17	Renzo Agbayani	GK	SGD	2	2	180	7.8		17	Rofiqul Khandaker	FWD	AWB	3	3	156	11		17	Olof Sjöberg	DEF	SKJ	6	6	515	50		17	Aleksi Järveläinen	GK	KAR	3	3	270	22
18	Tanvir Howlader	FWD	NHO	7	7	357	4		18	Ronald Ward	FWD	SAL	5	5	450	2		18	Rofiqul Khandaker	FWD	AWB	3	3	156	7.8		18	Péter Szabó	MID	TUR	4	4	195	11		18	Tunç Kenaanoğlu	DEF	SEL	6	6	488	49		18	Nikoloz Nadaraia	GK	AEK	4	4	360	21
19	Hjalmar Lindström	FWD	SKJ	7	7	499	4		19	Augustin Aragonés	FWD	ASK	5	5	348	2		19	Péter Szabó	MID	TUR	4	4	195	7.8		19	Ánselmo Fernandez	MID	AUR	8	0	357	11		19	Anirban Goswami	DEF	NHO	7	7	516	49		19	Maximilian Mollenhauer	GK	PON	5	5	450	21
20	Ashkan Mahdavi	MID	VAR	9	9	509	4		20	Theodoros Farasin	MID	NRG	5	5	295	2		20	Durí Karí	MID	NMZ	4	4	219	7.8		20	Kiyoshi Torigoe	MID	NCH	9	0	435	11		20	Jacinto Valencia	DEF	AUR	8	8	660	48		20	Semyon Volkov	GK	GIA	2	2	180	19
21	Palash Bhuiyan	FWD	AWB	3	3	270	3		21	Volkmar Scherer	FWD	PON	5	0	165	2		21	Omar Kazluaska	MID	LVO	4	4	242	7.8		21	Hiromu Furuhashi	FWD	NCH	9	0	335	11		21	Mattieu Donnadieu	DEF	ARV	6	6	513	46		21	Hamza Benali	GK	ABB	4	4	360	19
22	Amarjyoti Bhuyan	FWD	GUP	4	4	360	3		22	Fengqi Lu	MID	FUR	5	5	310	2		22	Piers Skoronsky	GK	SAL	5	5	450	7.8		22	Lewis Bardsley	MID	ELV	3	3	187	10		22	Linus Kitingan	DEF	CAH	6	6	507	45		22	Sibö Kurbli	GK	NMZ	4	4	360	19
23	Pau Puigcorbé	FWD	ASK	5	5	340	3		23	Jadarian Royce	MID	ESU	5	5	305	2		23	Matthias Noack	GK	ALE	5	5	450	7.8		23	Antoine Bagradian	MID	ARV	6	6	490	10		23	Vural Surlu	MID	SEL	6	6	486	43		23	Janh Nguyen	GK	ATK	4	4	360	19
24	Moüses Kyrillos	FWD	NRG	5	5	278	3		24	Florian Van Can	FWD	ALE	5	5	307	2		24	Spencer Chadwick	MID	ELV	3	3	201	7.7		24	Batuhan Balyoz	MID	SEL	6	6	464	10		24	Orkun Çeti̇n	MID	SEL	6	6	338	43		24	Notini Tikana	GK	AKN	3	3	270	18
25	Hans-Jürgen Hōnigsberg	FWD	PON	5	5	383	3		25	Tomáš Svoboda	MID	ALE	5	5	338	2		25	Nikolaos Papadopoulos	GK	AST	4	4	360	7.7		25	Kent Forsberg	MID	SKJ	7	7	524	10		25	Daru Jafari	MID	VAR	8	8	496	43		25	Yang Chen	GK	FUR	5	5	450	18
26	Zemin Mao	FWD	FUR	5	5	281	3		26	Yerrin Chindura	MID	NKI	5	5	249	2		26	Maoz Shaked	MID	SHI	4	4	251	7.7		26	Emiliano Luna	MID	AUR	8	8	524	10		26	Lisandro Rivas	MID	AUR	8	8	590	42		26	Josefa Gonelevu	GK	ANB	3	3	270	17
27	Horace Peshlakai	FWD	ESU	5	0	221	3		27	Walther Meyer	MID	ANH	6	6	453	2		27	Joris Van Antwerp	DEF	ALE	5	5	450	7.7		27	Gaku Ibusuki	MID	NCH	9	0	312	10		27	Hengbo Liu	DEF	FUR	5	5	450	41		27	Fabien Blanchet	GK	ARV	6	6	540	17
28	Thor Andresen	FWD	ALE	5	5	301	3		28	Orkun Çeti̇n	MID	SEL	6	6	338	2		28	Masaru Jakamarra	FWD	NKI	5	5	286	7.7		28	Simphiwe Chabalala	MID	ASP	3	3	158	9		28	Elliot Farnsworth	DEF	ESU	5	5	450	41		28	Oleksandr Shevchenko	GK	SID	6	6	540	17
29	Jorrit Blankenburg	FWD	ALE	5	5	290	3		29	Zhalek Cheremesinoff	MID	SID	6	0	173	2		29	Artem Tkachenko	FWD	SID	6	6	518	7.7		29	Bhagaban Pradhan	MID	ENR	4	0	175	9		29	Olander Strandberg	DEF	SKJ	7	7	603	40		29	Saša Radović	GK	TUR	2	2	180	16
30	Masaru Jakamarra	FWD	NKI	5	5	286	3		30	Danylo Perebyinis	MID	SID	6	6	500	2		30	Kannan Kurup	FWD	CAH	6	6	382	7.7		30	Durí Karí	MID	NMZ	4	4	219	9		30	Luca Higashiyama	MID	NCH	9	9	388	40		30	Amaru Calfuqueo	GK	AKG	5	5	450	16
31	Rémi Gauthier	FWD	ARV	6	6	322	3		31	James Feruccio	MID	HOL	6	0	214	2		31	Eisuke Sato	GK	NCH	9	9	810	7.7		31	Sheng Huang	MID	FUR	5	5	271	9		31	Ashkan Mahdavi	MID	VAR	9	9	509	40		31	Dural Tanumura	GK	NKI	5	5	450	16
32	Eruera Waititi	FWD	ANH	6	6	351	3		32	Kamron Chancellor	MID	HOL	6	6	274	2		32	Humayun Piker	MID	AWB	3	3	196	7.6		32	Tianyu Gu	MID	FUR	5	5	357	9		32	Cooper Saint John	DEF	SAL	5	5	450	39		32	Bibhuti Mohapatra	GK	ENR	4	4	360	15
33	Myroslav Zalizniak	MID	SID	6	6	409	3		33	Wahyu Wibowo	MID	CAH	6	6	450	2		33	Jaan Soosaar	MID	KAR	3	3	239	7.6		33	Baptiste Roux	MID	ARV	6	0	143	9		33	Liang Wu	DEF	FUR	5	5	450	39		33	Jakub Svoboda	GK	POL	4	4	360	15
34	Kamron Chancellor	MID	HOL	6	6	274	3		34	Kamal Bodhipal	FWD	NHO	7	7	467	2		34	Guillaume Maison	MID	ARV	6	6	356	7.6		34	Albrecht Von Haast	MID	ANH	6	6	381	9		34	Alton Begay	DEF	ESU	5	5	450	39		34	Ivan Dolgorukiy	GK	RUD	2	2	180	14
35	Kannan Kurup	FWD	CAH	6	6	382	3		35	Kenji Nagase	FWD	NHO	7	7	336	2		35	Callum Calhoun	GK	HOL	6	6	540	7.6		35	Myroslav Zalizniak	MID	SID	6	6	409	9		35	Tomás Uzcátegui	DEF	HOL	6	6	540	39		35	Herman Kogoya	GK	ASG	2	2	180	14
36	Henrik Kristianson	FWD	SKJ	7	7	488	3		36	Kent Forsberg	MID	SKJ	7	7	524	2		36	Kamron Chancellor	MID	HOL	6	6	274	7.6		36	Kamron Chancellor	MID	HOL	6	6	274	9		36	Kamron Chancellor	MID	HOL	6	6	274	39		36	Zixuan Wang	GK	GUA	3	3	270	14
37	Nicanor Arandia	FWD	AUR	8	8	435	3		37	Hjalmar Lindström	FWD	SKJ	7	7	499	2		37	Tatsuki Akagawa	FWD	NHO	7	7	465	7.6		37	Hjalmar Lindström	FWD	SKJ	7	7	499	9		37	Haraldur Ólafsson	DEF	SKJ	7	7	630	39		37	Yassine Benali	GK	AEM	3	3	270	14
38	Sepideh Shakibaii	MID	VAR	9	9	432	3		38	Daru Jafari	MID	VAR	8	8	496	2		38	Victor Tvedt	MID	SKJ	7	7	445	7.6		38	Juvenal Vera	FWD	AUR	8	8	411	9		38	Tanjin Tsukahara	DEF	NKI	5	5	450	38		38	Yonatan Cohen	GK	SHI	4	4	360	14
39	Zhaawan Commanda	FWD	ATA	2	0	53	2		39	Nicanor Arandia	FWD	AUR	8	8	435	2		39	Ivan Dolgorukiy	GK	RUD	2	2	180	7.5		39	Shō Itoshi	MID	NCH	9	9	466	9		39	Muzaffer Doğan	DEF	SEL	6	6	430	37		39	Bilguun Bat-Erdene	GK	AXE	2	2	180	12
40	Woldemar Wrangell	FWD	LVO	2	0	74	2		40	Gaku Ibusuki	MID	NCH	9	0	312	2		40	Lewis Bardsley	MID	ELV	3	3	187	7.5		40	Pedram Nazeri	FWD	VAR	9	9	530	9		40	Earl Tomlinson	MID	HOL	6	6	457	37		40	Renzo Agbayani	GK	SGD	2	2	180	12
41	Kieran Frost	MID	ELV	3	0	69	2		41	Luca Higashiyama	MID	NCH	9	9	388	2		41	Wenkai Zhao	MID	GUA	3	3	215	7.5		41	Dvir Alon	MID	SHI	4	4	266	8		41	Made Djelantik	FWD	CAH	6	6	368	37		41	Comlan Gbanou	GK	VAN	2	2	180	11
42	Harry Caine	FWD	ELV	3	3	167	2		42	Soumitro Ganguly	MID	NHO	1	0	30	1		42	Qiushi Zhang	MID	GUA	3	3	223	7.5		42	Étienne Trieu	MID	ATK	4	4	246	8		42	Rui Ōe	MID	NCH	9	9	500	37		42	Nayuka Patchila	GK	AAD	2	2	180	11
43	Viliame Latianara	FWD	ANB	3	3	193	2		43	Ogimaa Panadis	MID	ATA	1	0	36	1		43	Palash Bhuiyan	FWD	AWB	3	3	270	7.5		43	Otto Manteuffel	MID	LVO	4	4	360	8		43	Tahar Djaballah	DEF	ABB	4	4	360	36		43	Thirumal Annamalai	GK	ARU	2	2	180	11
44	Kökta Saare	FWD	KAR	3	0	85	2		44	Radna Tsydypov	MID	AXE	2	2	135	1		44	Tim Pukki	FWD	KAR	3	3	181	7.5		44	Paulus Schmidt	FWD	LVO	4	4	219	8		44	Florian Gruber	DEF	ALE	5	5	399	36		44	Marek Kováč	GK	COR	3	3	270	11
45	Miroslav Přibyl	FWD	POL	3	3	177	2		45	Ramsay Sutherland	MID	ENC	2	2	180	1		45	Zalán Váradi	DEF	TUR	4	4	360	7.5		45	Ronald Ward	FWD	SAL	5	5	450	8		45	Jean-Pierre Susilovic	MID	ARV	6	6	476	36		45	Pranab Hazarika	GK	GUP	4	4	360	11
46	Raffaele Lucchese	FWD	VIC	3	3	270	2		46	Gleb Vorontsov	MID	GIA	2	0	84	1		46	Segev Even-Khen	MID	SHI	4	4	287	7.5		46	Tomáš Svoboda	MID	ALE	5	5	338	8		46	Wade Boone	DEF	HOL	6	6	540	36		46	Jordan Stanford	GK	ELV	3	3	270	10
47	Renato Fioravanti	FWD	VIC	3	3	191	2		47	Risto Ātlaköneinen	MID	KFK	2	2	142	1		47	Heinrich Stackelberg	MID	LVO	4	4	266	7.5		47	Yerrin Chindura	MID	NKI	5	5	249	8		47	Phani Kyaithang	DEF	NHO	7	7	540	36		47	Kaiwi Kanakaole	GK	AED	3	3	270	10
48	Lono Kekoa	FWD	AED	3	3	200	2		48	Yaqub Ghattas	MID	ADV	2	2	157	1		48	Basem Shenouda	GK	NRG	5	5	450	7.5		48	Vural Surlu	MID	SEL	6	6	486	8		48	Susumu Uehara	DEF	NHO	7	7	630	36		48	Joseph Nanau	GK	AGN	2	2	180	9
49	Vilmos Szilágyi	FWD	TUR	4	4	315	2		49	Finau Mahoe	MID	AED	2	0	67	1		49	Tomáš Svoboda	MID	ALE	5	5	338	7.5		49	Tatsuki Akagawa	FWD	NHO	7	7	465	8		49	Ganzorig Erdene	FWD	NCH	9	9	475	36		49	Ibrahim Galadima	GK	ACS	3	3	270	9
50	Bastien Shengelia	FWD	AEK	4	4	356	2		50	Gunner Cannon	MID	ELV	3	3	258	1		50	Yerrin Chindura	MID	NKI	5	5	249	7.5		50	Arcadio Villa	FWD	AUR	8	0	388	8		50	Hiro Oshiro	MID	NCH	9	9	674	36		50	Evgeny Karpov	GK	PER	3	3	270	9
51	Chirá Nubrí	FWD	NMZ	4	0	159	2		51	Arthur Whitmore	MID	ELV	3	0	83	1		51	Itsuki Goto	FWD	NKI	5	5	275	7.5		51	Siavash Mehrian	MID	VAR	9	1	465	8		51	Oriol Montagut	DEF	ASK	5	5	450	35		51	Jabulani Dlamini	GK	ASP	3	3	270	9
52	Dorofei Lestenkof	FWD	MOR	4	4	360	2		52	Lewis Bardsley	MID	ELV	3	3	187	1		52	Mattieu Donnadieu	DEF	ARV	6	6	513	7.5		52	Ashkan Mahdavi	MID	VAR	9	9	509	8		52	Myroslav Zalizniak	MID	SID	6	6	409	35		52	Axel Berg	GK	LVO	4	4	360	9
53	Vinh Ngo	FWD	ATK	4	4	360	2		53	Harry Caine	FWD	ELV	3	3	167	1		53	Myroslav Zalizniak	MID	SID	6	6	409	7.5		53	Anoup Ptahmose	MID	KMT	2	2	139	7		53	Olegario Pérez	MID	AUR	8	8	437	35		53	Odd-Isak Hætta	GK	KKM	2	2	180	8
54	Étienne Trieu	MID	ATK	4	4	246	2		54	Ezequiel Mulholland	MID	ELV	3	3	215	1		54	Daulat Siregar	FWD	CAH	6	6	387	7.5		54	Harry Caine	FWD	ELV	3	3	167	7		54	Elijah Tanner	MID	SAL	5	5	333	34		54	Kamal Rahman	GK	AWB	3	3	270	8
55	Otto Manteuffel	MID	LVO	4	4	360	2		55	Yakubu Dattijo	FWD	ACS	3	3	150	1		55	Hjalmar Lindström	FWD	SKJ	7	7	499	7.5		55	Bartosz Jastrzębski	MID	COR	3	3	181	7		55	Haoran Peng	MID	FUR	5	5	419	34		55	Massimo Visconti	GK	VIC	3	3	270	8
56	Heinrich Stackelberg	MID	LVO	4	4	266	2		56	Yuxuan Cui	FWD	GUA	3	0	114	1		56	Kolthe Harkhuf	MID	KMT	2	2	135	7.4		56	Klim Zaytsev	MID	PER	3	3	167	7		56	Joris Van Antwerp	DEF	ALE	5	5	450	34		56	Aandeg Debaasige	GK	ATA	2	2	180	7
57	Inti Loncón	FWD	AKG	5	5	290	2		57	Miłosz Zawadzki	FWD	COR	3	3	270	1		57	Themistoklis Zervas	MID	AST	4	4	232	7.4		57	Jaan Soosaar	MID	KAR	3	3	239	7		57	Émile D'Artagnan	DEF	ARV	6	6	540	34		57	Kerem Janabi	GK	ADV	2	2	180	7
58	Titus Calloway	FWD	SAL	5	0	147	2		58	Rubel Munshi	FWD	AWB	3	0	114	1		58	Atiqtalik Ahmaogak	GK	MOR	4	4	360	7.4		58	Gijs Dreesens	MID	ALE	3	3	134	7		58	Kiyoshi Torigoe	MID	NCH	9	0	435	34		58	Duol Akol	GK	SSA	2	2	180	6
59	Amos Donnelly	FWD	SAL	5	5	306	2		59	Rofiqul Khandaker	FWD	AWB	3	3	156	1		59	Otto Manteuffel	MID	LVO	4	4	360	7.4		59	Vilmos Szilágyi	FWD	TUR	4	4	315	7		59	William Levice	MID	SAL	5	5	325	33		59	Andres Raivo	GK	KFK	2	2	180	6
60	Augustin Aragonés	FWD	ASK	5	5	348	2		60	Humayun Piker	MID	AWB	3	3	196	1		60	Paulus Schmidt	FWD	LVO	4	4	219	7.4		60	Robert Berthold	MID	LVO	4	4	272	7		60	Rocco De Luca	MID	ESU	5	5	419	33		60	Shenoute Nebamun	GK	KMT	2	2	180	6
61	Tadros Sonqi	MID	NRG	5	0	211	2		61	Vibhas Talukder	MID	AWB	3	3	232	1		61	Ulrik Zilinkas	MID	LVO	4	4	271	7.4		61	Theodoros Farasin	MID	NRG	5	5	295	7		61	Osamu Matsumoto	MID	NKI	5	5	429	33		61	William Bwemara	GK	ENC	2	2	180	4
62	Theodoros Farasin	MID	NRG	5	5	295	2		62	Ildefonso Morón	FWD	AEM	3	3	270	1		62	Hengbo Liu	DEF	FUR	5	5	450	7.4		62	Leon Vogel	FWD	ESU	5	5	294	7		62	Antoine Bagradian	MID	ARV	6	6	490	33									
63	Yohannis Mina	MID	NRG	5	5	308	2		63	Trofim Savelyev	MID	PER	3	0	52	1		63	Orkun Çeti̇n	MID	SEL	6	6	338	7.4		63	Osamu Matsumoto	MID	NKI	5	5	429	7		63	Octave Desjardins	MID	ARV	6	6	339	33									
64	Volkmar Scherer	FWD	PON	5	0	165	2		64	Qillaq Nutaaq	MID	MOR	3	0	52	1		64	Kamal Bodhipal	FWD	NHO	7	7	467	7.4		64	Itsuki Goto	FWD	NKI	5	5	275	7		64	Sudhir Chakraborty	MID	NHO	7	7	379	33									
65	Jadarian Royce	MID	ESU	5	5	305	2		65	Viliame Latianara	FWD	ANB	3	3	193	1		65	Pedram Nazeri	FWD	VAR	9	9	530	7.4		65	Émile D'Artagnan	DEF	ARV	6	6	540	7		65	Nawel Ñanculef	DEF	AKG	5	5	450	32									
66	Pierre Petit	FWD	ARV	6	0	218	2		66	Rajesh Narayan	FWD	ANB	3	3	159	1		66	Ashkan Mahdavi	MID	VAR	9	9	509	7.4		66	Jean-Pierre Susilovic	MID	ARV	6	6	476	7		66	Judah Rangitāne	DEF	ANH	6	6	515	32									
67	Cihan Kartaca	MID	SEL	6	0	184	2		67	Epeli Leweniqila	MID	ANB	3	3	204	1		67	Thirumal Annamalai	GK	ARU	2	2	180	7.3		67	Yavuz Koç	MID	SEL	6	6	401	7		67	Sarp Sayda	DEF	SEL	6	6	540	32									
68	Simón Arismendi	FWD	HOL	6	6	290	2		68	Ilaitia Titifanue	MID	ANB	3	3	208	1		68	Sergei Smirnov	DEF	RUD	2	2	180	7.3		68	Borys Skovoroda	MID	SID	6	6	436	7		68	Khagendra Mitra	DEF	NHO	7	7	630	32									
69	Made Djelantik	FWD	CAH	6	6	368	2		69	Otto Kask	MID	KAR	3	3	233	1		69	Ural Yusupov	MID	GIA	2	2	171	7.3		69	Daulat Siregar	FWD	CAH	6	6	387	7		69	Sanat Barua	MID	NHO	7	7	597	32									
70	Yoshio Hanazawa	FWD	NHO	7	0	264	2		70	Tim Pukki	FWD	KAR	3	3	181	1		70	Lakhdar Hamidi	MID	ADV	2	2	144	7.3		70	Kannan Kurup	FWD	CAH	6	6	382	7		70	Hugo Saint-Laurent	DEF	ARV	5	5	362	31									
71	Kent Forsberg	MID	SKJ	7	7	524	2		71	Jaroslav Navrátil	MID	AKN	3	3	195	1		71	Narra Catacutan	DEF	SGD	2	2	180	7.3		71	Pradip Chowdhury	FWD	NHO	7	0	337	7		71	Gunther Hellams	DEF	SAL	5	5	450	31									
72	Daru Jafari	MID	VAR	8	8	496	2		72	Raphael Simet	FWD	AKN	3	3	164	1		72	Ewald Kessler	DEF	AGN	2	2	180	7.3		72	Sixten Karlsson	MID	SKJ	7	7	490	7		72	August Rittenhouse	MID	PON	5	5	348	31									
73	Ivo Brandão	FWD	AUR	8	0	317	2		73	Raffaele Lucchese	FWD	VIC	3	3	270	1		73	Saša Radović	GK	TUR	2	2	180	7.3		73	Rosendo Zapatero	FWD	AUR	8	8	381	7		73	Jadarian Royce	MID	ESU	5	5	305	31									
74	Gaku Ibusuki	MID	NCH	9	0	312	2		74	Renato Fioravanti	FWD	VIC	3	3	191	1		74	Bartosz Jastrzębski	MID	COR	3	3	181	7.3		74	Saīd Farzan	FWD	VAR	8	0	280	7		74	Yavuz Koç	MID	SEL	6	6	401	31									
75	Hiromu Furuhashi	FWD	NCH	9	0	335	2		75	Haku Kahananui	FWD	AED	3	3	173	1		75	Viliame Latianara	FWD	ANB	3	3	193	7.3		75	Makoto Kishima	MID	NCH	9	9	786	7		75	Teguh Setiawan	DEF	CAH	6	6	540	31									
76	Shō Itoshi	MID	NCH	9	9	466	2		76	Simphiwe Chabalala	MID	ASP	3	3	158	1		76	Mátyás Szendrei	DEF	TUR	4	4	360	7.3		76	Rui Ōe	MID	NCH	9	9	500	7		76	Sabin Madius	MID	CAH	6	6	496	31									
77	Siavash Mehrian	MID	VAR	9	1	465	2		77	Niall Kinsella	FWD	SKJ	3	0	88	1		77	Vilmos Szilágyi	FWD	TUR	4	4	315	7.3		77	Hiro Oshiro	MID	NCH	9	9	674	7		77	Jedidiah Wanamaker	DEF	PON	5	5	450	30									
78	Berat Çankaya	MID	SEL	1	0	12	1		78	Zsolt Harmathy	MID	TUR	4	4	322	1		78	Archibald Bamford	MID	ENR	4	4	265	7.3		78	Otto Ahmadi	MID	VAR	9	9	669	7		78	Warrik Wirandaru	DEF	NKI	5	5	450	30									
79	Panas Hrabovsky	FWD	SID	1	0	22	1		79	Péter Szabó	MID	TUR	4	4	195	1		79	Yëría Kaché	MID	NMZ	4	4	219	7.3		79	Finau Mahoe	MID	AED	2	0	67	6		79	Shō Itoshi	MID	NCH	9	9	466	30									
80	Enkhbold Tsendbaatar	FWD	AXE	2	2	147	1		80	Gergő Tóth	MID	TUR	4	4	272	1		80	Parviz Tahmasb	DEF	VAR	4	0	189	7.3		80	Ezequiel Mulholland	MID	ELV	3	3	215	6		80	Aristeidis Georgiou	DEF	AST	4	4	360	29									
81	Poindi Kabar	MID	ENC	2	2	119	1		81	József Antall	FWD	TUR	4	4	266	1		81	Radim Vohánka	MID	POL	4	4	343	7.3		81	Yuxuan Cui	FWD	GUA	3	0	114	6		81	Gerben Verhoeven	DEF	AKG	5	5	443	29									
82	Toma Peato	FWD	ENC	2	2	142	1		82	Hakim Zerguine	MID	ABB	4	0	149	1		82	Pau Puigcorbé	FWD	ASK	5	5	340	7.3		82	Youssef Valverde	MID	AEM	3	3	198	6		82	Albrecht Von Haast	MID	ANH	6	6	381	29									
83	Ilya Morozov	MID	GIA	2	2	117	1		83	Somaru Markam	DEF	ENR	4	4	360	1		83	Sheng Huang	MID	FUR	5	5	271	7.3		83	Alimjan Turghun	FWD	PER	3	3	179	6		83	Keigo Ikeda	DEF	NKI	5	5	450	28									
84	Daiwo Âhänōnyte	FWD	KFK	2	2	116	1		84	Kailash Rath	DEF	ENR	4	4	360	1		84	Vojtěch Novotný	DEF	ALE	5	5	450	7.3		84	Zsolt Harmathy	MID	TUR	4	4	322	6		84	Yerrin Chindura	MID	NKI	5	5	249	28									
85	Neçirvan Barzani	FWD	ADV	2	2	180	1		85	Nilambar Senapati	FWD	ENR	4	4	258	1		85	Danylo Perebyinis	MID	SID	6	6	500	7.3		85	Ouahid Rahmani	MID	ABB	4	4	285	6		85	Hjalmar Lindström	FWD	SKJ	7	7	499	28									
