#	PLAYER	POS	TEAM	GP	G		#	PLAYER	POS	TEAM	GP	A		#	PLAYER	POS	TEAM	GP	RTG
64	Ondřej Černý	MID	ALE	4	1		64	Timur Oorzhak	DEF	RUD	4	1		64	Tomáš Svoboda	MID	ALE	4	7.2
65	Stijn Boelens	MID	ALE	4	1		65	Alexei Razumovsky	DEF	RUD	4	1		65	Vsevolod Krestovsky	DEF	RUD	4	7.2
66	Heng Kong	DEF	GUA	4	1		66	Namsarai Ayusheev	MID	RUD	4	1		66	Timur Oorzhak	DEF	RUD	4	7.2
67	Lingyun Hao	MID	GUA	4	1		67	Pavel Sokolov	FWD	RUD	4	1		67	Wilhelm Giesel	FWD	PON	4	7.2
68	Qiushi Zhang	MID	GUA	4	1		68	Phong Le	DEF	ATK	4	1		68	Prokopis Karagiannis	MID	AST	4	7.2
69	Vsevolod Krestovsky	DEF	RUD	4	1		69	Cuong Khuat	DEF	ATK	4	1		69	Claude Lemaitre	MID	ARV	7	7.2
70	Victor Tardieu	MID	ARV	4	1		70	Sang Pham	MID	ATK	4	1		70	Cosimo Colombo	FWD	VIC	3	7.2
71	Sang Pham	MID	ATK	4	1		71	Ephraim Snyder	DEF	PON	4	1		71	Clayton Caldwell	DEF	CAL	7	7.2
72	Liam Bopp	DEF	PON	4	1		72	August Rittenhouse	MID	PON	4	1		72	Sheng Huang	MID	FUR	4	7.2
73	Diedrich Fassbender	MID	PON	4	1		73	Pirmin Hoffmeister	MID	PON	4	1		73	Kleanthis Paleologos	DEF	AST	4	7.2
74	August Rittenhouse	MID	PON	4	1		74	Robert Schlösser	FWD	PON	4	1		74	Paavo Seppälä	DEF	KAR	5	7.2
75	Nathanael Custer	DEF	PON	4	1		75	Conan Neitzel	MID	PON	4	1		75	Juvenal Vera	DEF	AUR	5	7.2
76	Robert Schlösser	FWD	PON	4	1		76	Wilhelm Giesel	FWD	PON	4	1		76	Kiyoshi Torigoe	MID	NCH	6	7.2
77	Tianyu Gu	MID	FUR	4	1		77	Liang Wu	DEF	FUR	4	1		77	Akira Nagumo	DEF	NCH	7	7.2
78	Owen Ashworth	DEF	ELV	4	1		78	Xiang Qian	DEF	FUR	4	1		78	Rafael Rosario	GK	AUR	5	7.2
79	Thomas Hargreaves	MID	ELV	4	1		79	Mingzhe Xiong	DEF	FUR	4	1		79	Jenaro Salamanca	DEF	AUR	5	7.2
80	Marcus Wright	MID	ELV	4	1		80	Fengqi Lu	MID	FUR	4	1		80	Kamron Chancellor	MID	HOL	7	7.2
81	Kleanthis Paleologos	DEF	AST	4	1		81	Thomas Hargreaves	MID	ELV	4	1		81	Spencer Jackson	GK	ESU	5	7.2
82	Prokopis Karagiannis	MID	AST	4	1		82	Marcus Wright	MID	ELV	4	1		82	Heng Kong	DEF	GUA	4	7.2
83	Dionysios Vlahos	MID	AST	4	1		83	Lewis Bardsley	MID	ELV	4	1		83	Cuong Khuat	DEF	ATK	4	7.2
84	Iraklis Christodoulou	FWD	AST	4	1		84	Arthur Whitmore	MID	ELV	4	1		84	Epaminondas Mavromatis	MID	AST	4	7.2
85	Diego Quintana	DEF	ASK	4	1		85	Aristeidis Georgiou	DEF	AST	4	1		85	Fengqi Lu	MID	FUR	4	7.2
86	Eemeli Uusitalo	DEF	KAR	5	1		86	Spyridon Lykoudis	DEF	AST	4	1		86	Kemar Browner	MID	HOL	7	7.2
87	Jaan Soosaar	MID	KAR	5	1		87	Vlasios Nikolaou	DEF	AST	4	1		87	Dural Tanumura	GK	NKI	3	7.2
88	Osmo Rástoš	MID	KAR	5	1		88	Epaminondas Mavromatis	MID	AST	4	1		88	Elliot Farnsworth	DEF	ESU	5	7.2
89	Nathaniel Vitale	DEF	ESU	5	1		89	Prokopis Karagiannis	MID	AST	4	1		89	Guillaume Chardon	MID	ARV	7	7.2
90	Gustavo Quintero	DEF	HOL	5	1		90	Iraklis Christodoulou	FWD	AST	4	1		90	Joris Van Antwerp	DEF	ALE	4	7.2
91	Oriol Montagut	DEF	ASK	5	1		91	Santeri Helkanen	DEF	KAR	5	1		91	Callum Davies	DEF	ELV	4	7.2
92	Rodrigo Alvarenga	DEF	ASK	5	1		92	Jaan Soosaar	MID	KAR	5	1		92	Callum Calhoun	GK	HOL	7	7.1
93	Gonzalo Valbuena	MID	ASK	5	1		93	Osmo Rástoš	MID	KAR	5	1		93	Teguh Setiawan	DEF	CAH	3	7.1
94	Bernardo Figueira	FWD	ASK	5	1		94	Nathaniel Vitale	DEF	ESU	5	1		94	Earl Tomlinson	MID	HOL	4	7.1
95	Arcadio Villa	FWD	AUR	5	1		95	Elliot Farnsworth	DEF	ESU	5	1		95	Conrad Bauer	MID	ESU	5	7.1
96	Severino Guzmán	FWD	AUR	5	1		96	Trent Hawthorne	FWD	ESU	5	1		96	Gen Fija	DEF	NCH	7	7.1
97	Taiga Bashira	MID	NCH	6	1		97	Valentin Peixoto	DEF	ASK	5	1		97	Florian Gruber	DEF	ALE	4	7.1
98	Emmett Harrison	DEF	CAL	7	1		98	Oriol Montagut	DEF	ASK	5	1		98	Ihor Kovalenko	DEF	SID	3	7.1
99	Clayton Caldwell	DEF	CAL	7	1		99	Gonzalo Valbuena	MID	ASK	5	1		99	Artem Tkachenko	MID	SID	3	7.1
100	Jadarian Royce	MID	CAL	7	1		100	Yeray Bengoetxea	MID	ASK	5	1		100	Manh Ton That	DEF	ATK	4	7.1
101	Daigo Takanashi	DEF	NCH	7	1		101	Bernardo Figueira	FWD	ASK	5	1		101	Haydar Şen	FWD	SEL	3	7.1
102	Guillaume Chardon	MID	ARV	7	1		102	Jenaro Salamanca	DEF	AUR	5	1		102	Themistoklis Zervas	MID	AST	4	7.1
103	Claude Lemaitre	MID	ARV	7	1		103	Cayetano Montoya	DEF	AUR	5	1		103	Joan Xirau	MID	ASK	1	7.1
104	Dale Landry	MID	HOL	7	1		104	Efraín Arenas	DEF	AUR	5	1		104	Aristeidis Georgiou	DEF	AST	4	7.1
							105	Juvenal Vera	DEF	AUR	5	1		105	Aatos Väisänen	GK	KAR	5	7.1
							106	Emiliano Luna	MID	AUR	5	1		106	Jakub Dvořák	DEF	ALE	4	7.1
							107	Olegario Pérez	MID	AUR	5	1		107	Junichiro Tarugara	MID	NKI	3	7.1
							108	Kiyoshi Torigoe	MID	NCH	6	1		108	Nathaniel Vitale	DEF	ESU	5	7.1
							109	Walter Thurmund III	MID	HOL	6	1		109	Robert Schlösser	FWD	PON	4	7.1
							110	Myron Tsosie	DEF	CAL	7	1		110	Duy Tran	DEF	ATK	4	7.1
							111	Clayton Caldwell	DEF	CAL	7	1		111	Santeri Helkanen	DEF	KAR	5	7.1
							112	Jadarian Royce	MID	CAL	7	1		112	Axel Anderson	MID	ESU	5	7.1
							113	Desmond Benally	MID	CAL	7	1		113	Bernardo Figueira	FWD	ASK	5	7.1
							114	Daigo Takanashi	DEF	NCH	7	1		114	Olegario Pérez	MID	AUR	5	7.1
							115	Gen Fija	DEF	NCH	7	1		115	Suriel Doss	FWD	KMT	3	7.1
							116	Luca Higashiyama	MID	NCH	7	1		116	Emmett Harrison	DEF	CAL	7	7.1
							117	Shin Segawa	DEF	NCH	7	1		117	Alexei Razumovsky	DEF	RUD	4	7.1
							118	Kōzō Fujise	DEF	NCH	7	1		118	Lewis Bardsley	MID	ELV	4	7.1
							119	Makoto Kishima	MID	NCH	7	1		119	Vlasios Nikolaou	DEF	AST	4	7.1
							120	Octave Desjardins	MID	ARV	7	1		120	Dionysios Vlahos	MID	AST	4	7.1
							121	Claude Lemaitre	MID	ARV	7	1		121	Kuzma Zvezdinsky	MID	RUD	4	7.1
							122	Rémi Gauthier	FWD	ARV	7	1		122	Fulgens Tirkey	DEF	ENR	3	7.1
							123	Tomás Uzcátegui	DEF	HOL	7	1		123	Minoru Andō	MID	NKI	3	7.1
							124	Kamron Chancellor	MID	HOL	7	1		124	Salvatore Romano	MID	VIC	3	7.1
							125	Emilio Escalona	DEF	HOL	7	1		125	Tanvir Howlader	FWD	NHO	3	7.1
														126	Spencer Chadwick	MID	ELV	3	7.1
														127	Rainer Pietach	DEF	ALE	2	7.1
														128	Owen Ashworth	DEF	ELV	4	7.1
														129	Shin Segawa	DEF	NCH	7	7.1
														130	Octave Desjardins	MID	ARV	7	7.1
														131	Telmo Candeias	MID	ASK	5	7.1
														132	Liam Bopp	DEF	PON	4	7.1
														133	Matvei Popov	DEF	RUD	4	7.1
														134	Diedrich Fassbender	MID	PON	4	7.1
														135	Diego Quintana	DEF	ASK	4	7.1
														136	Panting Jugah	DEF	CAH	3	7.1
														137	Taras Bondarenko	MID	SID	3	7.1
														138	Eemeli Uusitalo	DEF	KAR	5	7.1
														139	Emiliano Luna	MID	AUR	5	7.1
														140	Lingyun Hao	MID	GUA	4	7.0
														141	Conan Neitzel	MID	PON	4	7.0
														142	Arcadio Villa	FWD	AUR	5	7.0
														143	Leon Vogel	FWD	ESU	5	7.0
														144	Eliezer Bansa	MID	CAH	3	7.0
														145	Linus Kitingan	DEF	CAH	3	7.0
														146	Qiushi Zhang	MID	GUA	4	7.0
														147	Xiang Qian	DEF	FUR	4	7.0
														148	Sang Pham	MID	ATK	4	7.0
														149	Hipui Mutang	DEF	CAH	2	7.0
														150	Hartmut Kinkeldey	MID	PON	3	7.0
														151	Mingzhe Xiong	DEF	FUR	4	7.0
														152	Spyridon Lykoudis	DEF	AST	4	7.0
														153	Sadao Garabin	MID	NKI	1	7.0
														154	Yang Chen	GK	FUR	4	7.0
														155	Tilman Zartmann	DEF	PON	4	7.0
														156	Jedidiah Wanamaker	DEF	PON	4	7.0
														157	Myron Tsosie	DEF	CAL	7	7.0
														158	Bibhuti Mohapatra	GK	ENR	3	7.0
														159	Warrik Wirandaru	DEF	NKI	3	7.0
														160	Ashkan Mahdavi	FWD	VAR	3	7.0
														161	Nazar Melnyk	DEF	SID	3	7.0
														162	Ánselmo Fernandez	MID	AUR	5	7.0
														163	Yuan Li	DEF	GUA	4	7.0
														164	Ephraim Snyder	DEF	PON	4	7.0
														165	Pirmin Hoffmeister	MID	PON	4	7.0
														166	Nikolaos Papadopoulos	GK	AST	2	7.0
														167	Dylan Evans	MID	ELV	2	7.0
														168	Fabien Beaulieu	GK	ARV	7	6.9
														169	Leonardo Urdaneta	DEF	HOL	7	6.9
														170	Vasyl Nalyvaiko	DEF	SID	3	6.9
														171	Cihan Kartaca	MID	SEL	3	6.9
														172	Yaroslav Kryvonis	DEF	SID	3	6.9
														173	Semyon Volkov	GK	GIA	3	6.9
														174	Emilio Bianchi	MID	VIC	3	6.9
														175	Makarios Mina	MID	KMT	3	6.9
														176	Xuanming Qiao	DEF	GUA	4	6.9
														177	Dominic Winslow	FWD	ESU	3	6.9
														178	Brock Fairweather	DEF	ESU	5	6.9
														179	Nathanael Custer	DEF	PON	4	6.9
														180	Sven Reier	MID	ALE	1	6.9
														181	Simphiwe Chabalala	FWD	ASP	3	6.9
														182	Virgilio Piromalli	MID	KMT	3	6.9
														183	Dale Landry	MID	HOL	7	6.9
														184	Emilio Escalona	DEF	HOL	7	6.9
														185	Ricardo Sherman	MID	HOL	6	6.9
														186	Émile Delacroix	DEF	ARV	7	6.9
														187	Jabulani Dlamini	GK	ASP	3	6.9
														188	Ahmet Aydin	GK	SEL	3	6.9
														189	Kasper Kaljurand	MID	KAR	5	6.9
														190	Harry Brown	DEF	ELV	4	6.9
														191	Chenguang Pei	FWD	GUA	4	6.9
														192	Victor Tardieu	MID	ARV	4	6.9
														193	Alton Begay	MID	CAL	7	6.9
														194	Rupert Cavendish	DEF	ENR	3	6.9
														195	Osamu Matsumoto	MID	NKI	3	6.9
														196	Baptiste Roux	MID	ARV	3	6.9
														197	Bo Yan	MID	GUA	4	6.9
														198	Gustavo Quintero	DEF	HOL	5	6.9
														199	Sergei Smirnov	DEF	RUD	4	6.9
														200	Maximilian Mollenhauer	GK	PON	4	6.9
														201	Somaru Markam	DEF	ENR	3	6.9
														202	Nilambar Senapati	FWD	ENR	3	6.9
														203	Manda Ōkubo	DEF	NKI	3	6.9
														204	Taavi Saarela	MID	KAR	3	6.9
														205	Filippo Castiglione	DEF	VIC	3	6.9
														206	Liang Wu	DEF	FUR	4	6.9
														207	Lionello Moscatelli	DEF	KMT	3	6.9
														208	Eijiro Matsumoto	MID	NKI	1	6.9
														209	Jadarian Royce	MID	CAL	7	6.9
														210	Wade Boone	DEF	HOL	7	6.9
														211	Tomás Uzcátegui	DEF	HOL	7	6.9
														212	Kiyoshi Murandin	MID	NKI	3	6.9
														213	Pedram Nazeri	FWD	VAR	3	6.9
														214	Mykola Holoborodko	MID	SID	3	6.9
														215	Xenophon Samaras	MID	AST	2	6.9
														216	Domenico Vivaldi	DEF	VIC	3	6.8
														217	Yerrin Chindura	DEF	NKI	3	6.8
														218	Tarran Nyaruguru	MID	NKI	3	6.8
														219	Eleu Pokipala	FWD	AED	3	6.8
														220	Oleksandr Shevchenko	GK	SID	3	6.8
														221	Gia Bui	DEF	ATK	3	6.8
														222	Daulat Siregar	FWD	CAH	3	6.8
														223	Lorenzo Squillaci	DEF	VIC	3	6.8
														224	Muzaffer Doğan	DEF	SEL	3	6.8
														225	Ezio Zanon	MID	KMT	3	6.8
														226	Tianyu Gu	MID	FUR	4	6.8
														227	Shaoyang Guo	DEF	GUA	4	6.8
														228	Jordan Stanford	GK	ELV	4	6.8
														229	Jacinto Valencia	DEF	AUR	4	6.8
														230	Klym Vernydub	MID	SID	3	6.8
														231	Safwan Azzawi	MID	ADV	3	6.8
														232	Wahyu Wibowo	MID	CAH	3	6.8
														233	Keesic Nottaway	MID	ATA	3	6.8
														234	Tanjin Tsukahara	DEF	NKI	1	6.8
														235	Felix Hoffman	MID	ESU	1	6.8
														236	Arun Pal	GK	NHO	3	6.8
														237	Junwei Shen	DEF	FUR	4	6.8
														238	Haoran Peng	MID	FUR	4	6.8
														239	Nathan Hughes	DEF	ELV	4	6.8
														240	Kailash Rath	DEF	ENR	3	6.8
														241	Yanbo Ma	MID	GUA	3	6.8
														242	Touraj Hayaii	DEF	VAR	3	6.8
														243	Jangir Barwari	DEF	ADV	3	6.8
														244	Giacomo Russo	DEF	VIC	3	6.8
														245	Amiya Majumdar	MID	NHO	3	6.8
														246	Lisandro Rivas	MID	AUR	3	6.8
														247	Severino Guzmán	FWD	AUR	5	6.8
														248	Zhiyuan Fang	MID	FUR	2	6.8
														249	Yerasimos Athanasiadis	GK	AST	2	6.8
														250	Konstantin Kozlov	DEF	GIA	3	6.7
														251	Ghaith Musawi	MID	ADV	3	6.7
														252	Kenji Nagase	FWD	NHO	3	6.7
														253	Yaqub Ghattas	MID	KMT	3	6.7
														254	Bowen Ye	DEF	FUR	3	6.7
														255	Ovidio Vico	MID	AUR	3	6.7
														256	Guowei Sun	FWD	GUA	4	6.7
														257	Wenkai Zhao	MID	GUA	4	6.7
														258	Rolihlahla Mbeki	FWD	ASP	3	6.7
														259	Maziar Sahat	MID	VAR	3	6.7
														260	Siavash Mehrian	MID	VAR	3	6.7
														261	Namsarai Ayusheev	MID	RUD	4	6.7
														262	Kerem Janabi	GK	ADV	3	6.7
														263	Othman Bayati	DEF	ADV	3	6.7
														264	Yavuz Koç	MID	SEL	3	6.7
														265	Fedor Frolov	FWD	PER	3	6.7
														266	Ramses Makram	DEF	KMT	3	6.7
														267	Nestore Rossano	MID	KMT	3	6.7
														268	Kai Tan	MID	FUR	1	6.7
														269	Grigorios Grivas	DEF	AST	2	6.7
														270	Susumu Uehara	DEF	NHO	3	6.7
														271	Levi Nez	FWD	CAL	7	6.7
														272	Wesley Wetherby	DEF	ELV	4	6.7
														273	Nakoa Kealoha	DEF	AED	3	6.7
														274	Enhle Khumalo	DEF	ASP	3	6.7
														275	Roman Stepanov	DEF	GIA	3	6.7
														276	Tariq Mutairi	DEF	ADV	3	6.7
														277	Andrea Ferrari	DEF	VIC	3	6.7
														278	Phani Kyaithang	DEF	NHO	3	6.7
														279	Clifton Papatie	MID	ATA	3	6.7
														280	Tiziano Ricci	DEF	VIC	2	6.7
														281	Étienne Trieu	MID	ATK	4	6.7
														282	Nolan Jennings	DEF	CAL	5	6.7
														283	Sepideh Shakibaii	FWD	VAR	3	6.7
														284	Kaiwi Kanakaole	GK	AED	3	6.7
														285	Dmitry Belov	DEF	GIA	3	6.7
														286	Valentino Zaccagni	MID	VIC	3	6.7
														287	Khagendra Mitra	DEF	NHO	3	6.7
														288	Anirban Goswami	DEF	NHO	3	6.7
														289	Sarp Sayda	DEF	SEL	3	6.7
														290	Gaspare Salvago	DEF	KMT	3	6.7
														291	Fyodor Chistyakov	DEF	RUD	3	6.7
														292	An Thach	MID	ATK	4	6.7
														293	Jiaming Chai	MID	GUA	4	6.7
														294	Desmond Benally	MID	CAL	7	6.7
														295	Archibald Bamford	MID	ENR	3	6.7
														296	Hloni Bhéngu	MID	ASP	2	6.7
														297	Celani Buthelézi	DEF	ASP	3	6.7
														298	Vahid Lorestani	GK	VAR	3	6.7
														299	Ostap Kravchenko	DEF	SID	3	6.7
														300	Bassam Khafaji	MID	ADV	3	6.7
														301	Natanael Panggabean	MID	CAH	1	6.7
														302	Sudhir Chakraborty	MID	NHO	3	6.7
														303	Mateus Herrera	DEF	ATA	3	6.7
														304	Biidaaban Manitowabi	FWD	ATA	3	6.7
														305	Ogimaa Panadis	MID	ATA	2	6.7
														306	Batuhan Balyoz	MID	SEL	3	6.7
														307	Ferruccio Noseda	MID	KMT	2	6.7
														308	Illia Moroz	MID	SID	1	6.7
														309	Philip Klein	DEF	ESU	3	6.7
														310	Odysseas Katsaros	MID	AST	2	6.7
														311	Fletcher Lancaster	FWD	ELV	1	6.7
														312	Qiang Zhu	MID	FUR	4	6.7
														313	Lam Vu	MID	ATK	4	6.7
														314	Maxim Fedorov	DEF	GIA	3	6.7
														315	Mariwan Nerweyi	DEF	ADV	3	6.7
														316	Nikhil Chatterjee	DEF	NHO	3	6.7
														317	Niibin Nadjiwon	FWD	ATA	3	6.7
														318	Vural Surlu	MID	SEL	3	6.7
														319	Kutay Bulut	DEF	SEL	3	6.7
														320	Tyson Yazzie	DEF	CAL	6	6.7
														321	Mehran Shahi	MID	VAR	2	6.7
														322	Pavlo Dovzhenko	MID	SID	2	6.7
														323	Niccolò Donizetti	MID	VIC	2	6.7
														324	Ignazio Esposito	MID	VIC	2	6.7
														325	Denis Kuznetsov	MID	RUD	4	6.6
														326	Silvio Caruso	FWD	ESU	2	6.6
														327	Ambrose Pickett	MID	HOL	5	6.6
														328	Keigo Ikeda	DEF	NKI	3	6.6
														329	Fikile Hadebé	DEF	ASP	3	6.6
